idea	people	time	data	federal	many	more	could	system	should	web	government	transparency	recovery	provide	they	we	can	not	these	you	accountability	management	need	based	i	it	if	public	use	reporting	but	would	gov	information	state	there	all	stimulus	what	from	their	agencies	will	other	funds
src: http://www.thenationaldialogue.org/ideas/government-sponsored-career-interview-fairs	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/zip-code-searchability-whats-actually-helping-my-community	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/empower-an-organization-to-simplify-the-data-environment	0	1	12	8	2	0	0	0	0	2	9	6	8	0	0	2	4	2	2	0	3	2	0	0	2	2	2	0	1	4	2	7	7	0	2	1	1	0	1	1	1	0	1	2	0
src: http://www.thenationaldialogue.org/ideas/treemap-for-exploration-of-spending	0	0	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/xbrl-meets-the-needs-for-openness-and-transparency-for-aara-money	0	1	10	5	0	3	0	4	0	0	5	7	0	2	8	3	4	0	2	0	4	0	3	0	1	3	1	3	1	13	1	1	1	5	4	0	1	1	1	0	1	4	2	2	0
src: http://www.thenationaldialogue.org/ideas/utilizing-xbrl-to-provide-intelligent-data-communications	0	0	4	1	0	1	0	1	1	0	1	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	4	0	1	3	0	0	0	1	1	0	2	0	0	5	0	2
src: http://www.thenationaldialogue.org/ideas/recovery-gov-website-improvements-360-project-review	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/mediation-because-we-have-to	0	0	8	3	0	0	0	1	0	0	3	0	0	0	0	3	0	2	2	0	0	0	2	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/limits-of-creativity-of-spending	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	1	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/follow-the-money-or-focus-on-outcomes	0	0	2	1	1	1	0	1	1	0	4	2	1	0	0	3	7	4	0	2	0	0	0	1	3	9	0	0	1	3	4	1	1	0	0	1	2	1	3	1	2	0	4	0	1
src: http://www.thenationaldialogue.org/ideas/use-existing-commercial-saas-enterprise-solutions-for-decentralized-model	2	1	7	8	7	7	3	0	1	1	8	24	6	2	3	9	7	8	1	4	2	0	0	2	4	10	5	3	2	0	2	2	1	5	4	3	4	8	8	3	2	1	9	3	4
src: http://www.thenationaldialogue.org/ideas/toward-best-practices-innovation-an-emergent-learning-oppotunity	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	2	0	0	1	0	3	1	0	1	0	0	0	1	0	2	2	3
src: http://www.thenationaldialogue.org/ideas/strategy-markup-language	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	4	0	1	0
src: http://www.thenationaldialogue.org/ideas/take-a-data-gov-approach-to-recovery-gov-using-web-2-0-web-3-0-techniques	7	1	68	1	1	10	4	0	2	23	7	3	13	4	6	17	10	5	3	0	0	0	10	1	12	16	6	6	1	0	5	4	24	27	0	2	5	3	15	17	5	7	10	6	5
src: http://www.thenationaldialogue.org/ideas/use-amazon-cloud-computing-services-to-rapidly-implement-scalable-solution	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/create-forms-to-allow-the-american-people-to-connect-with-their-leaders	9	0	1	0	0	3	0	0	2	1	4	0	0	0	2	0	4	0	0	0	1	0	0	1	1	3	0	0	0	0	1	0	0	0	1	4	1	0	1	1	2	0	6	0	0
src: http://www.thenationaldialogue.org/ideas/audit-trail	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/recover-act-project-information-we-can-trust	0	0	0	1	1	0	0	2	0	0	1	2	5	2	2	2	5	0	1	0	1	5	0	0	0	1	0	1	2	2	2	0	3	9	0	1	4	0	0	0	0	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/user-driven-recovery-monitor	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/data-warehouse	0	0	20	0	0	1	0	4	0	1	0	0	0	1	0	0	0	0	4	0	0	1	0	1	3	1	0	0	1	2	0	1	0	0	0	0	1	0	0	4	0	0	2	1	0
src: http://www.thenationaldialogue.org/ideas/8th-grade-basal-reading-level-of-data-aggregation-in-visual-form	0	0	3	1	0	1	0	0	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3	1	0	0	1	1	2	2	0	0	0	1	0	1	1	0	0	3
src: http://www.thenationaldialogue.org/ideas/public-research-infrastructure-built-on-open-access-repositories	0	1	4	2	0	1	0	0	0	3	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	4	0	0	3	0	0	4	0	1	2	0	0
src: http://www.thenationaldialogue.org/ideas/federal-approval-for-infrastruture-web-portal	1	1	0	8	1	0	0	0	1	5	4	0	1	0	0	6	3	0	0	0	0	0	4	0	2	1	1	0	3	0	1	8	1	1	7	0	2	0	1	1	1	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/open-source-the-implementation-to-stop-big-it-ripping-off-the-gov-i-e-us	1	0	0	0	1	1	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	2	3	1	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	4	0	0
src: http://www.thenationaldialogue.org/ideas/create-recovery-documentary-series	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/data-transparency-openness-and-access	0	1	17	0	0	2	0	0	2	0	4	3	9	2	0	0	4	0	0	0	0	0	1	1	2	3	1	1	2	0	1	1	7	5	0	1	2	0	0	0	2	0	10	1	0
src: http://www.thenationaldialogue.org/ideas/considering-alternate-platforms	0	0	0	0	2	0	0	0	0	2	0	0	0	1	2	2	1	0	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/easy-presentation-of-recovery-gov-data-using-semantic-lenses	2	0	10	0	0	2	0	0	1	1	0	5	7	0	4	1	4	2	1	0	0	0	2	0	0	0	1	0	1	0	1	0	6	0	0	0	0	0	0	1	2	0	3	1	0
src: http://www.thenationaldialogue.org/ideas/idea-of-tool	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/model-local-reporting-process-on-online-income-tax-sites	1	1	19	1	4	3	6	3	0	3	2	1	7	1	3	1	4	3	3	9	1	0	1	6	1	6	2	1	2	15	2	2	7	7	0	0	3	5	2	4	2	2	4	1	0
src: http://www.thenationaldialogue.org/ideas/local-state-and-federal-planning	0	9	12	69	0	9	16	16	13	11	34	5	42	9	9	10	12	11	27	9	5	22	11	10	17	27	11	19	14	30	1	50	10	34	89	4	13	2	14	6	23	5	14	7	9
src: http://www.thenationaldialogue.org/ideas/share-comments-on-specific-items-on-public-social-media-sites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/pre-built-solution-to-track-and-report-on-recovery-act-funds	0	0	7	4	0	0	0	0	0	3	1	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	3	0	0	7
src: http://www.thenationaldialogue.org/ideas/loans-available-to-small-business	0	0	0	0	2	0	1	0	2	0	0	0	0	0	2	0	3	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/grow-a-development-data-analysis-community	1	0	5	0	0	0	0	0	2	0	1	0	1	1	0	0	3	1	0	0	0	0	0	0	0	1	1	1	2	0	2	1	1	0	0	0	0	0	3	0	1	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/financial-modeling	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	4	0	0	0	1	1	0	0	1	1	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/open-budget-down-to-the-program-and-or-project	0	1	0	0	0	1	0	0	4	0	2	0	0	2	3	3	5	3	1	2	0	0	1	0	0	0	4	0	2	0	1	1	0	0	1	5	2	0	3	0	3	0	6	0	2
src: http://www.thenationaldialogue.org/ideas/recover-urban-refuse-and-sewage-solids-energy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/kiss-with-geospatial-information	3	0	10	0	8	2	3	2	0	7	0	0	1	0	0	3	4	7	4	0	0	0	1	0	3	7	1	0	2	0	1	2	1	21	0	3	3	0	1	4	3	0	2	4	0
src: http://www.thenationaldialogue.org/ideas/recovery-gov-needs-to-be-accessible-and-understandable-to-the-public	0	0	7	6	0	0	1	0	8	0	2	2	6	0	0	0	1	2	0	0	1	0	0	0	0	1	0	5	0	0	2	0	7	2	2	0	1	2	0	0	0	0	3	2	3
src: http://www.thenationaldialogue.org/ideas/citizen-groups	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/apps-for-recovery	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/link-to-jobs-list-on-state-official-website	1	0	0	0	2	0	0	0	1	1	1	1	3	0	0	0	1	1	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2	0	0	2	0	3	0	0	2	1	0
src: http://www.thenationaldialogue.org/ideas/use-of-key-performance-indicators-as-oversight-tool	0	0	3	3	1	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	1	0	1	3	0	0	0	4	4	0	5	0	0	0	0	0	0	1	4
src: http://www.thenationaldialogue.org/ideas/recovery-tool-on-every-americans-desktop-and-mobile-phone-using-pushbi	2	1	0	0	1	1	0	0	1	0	3	3	5	4	0	3	4	1	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/it-and-information-governance	0	0	2	3	0	0	0	0	0	0	4	1	0	2	1	0	2	0	0	1	1	1	0	0	0	8	1	0	1	1	1	0	0	3	0	0	2	2	1	0	0	2	1	0	0
src: http://www.thenationaldialogue.org/ideas/fraud-reporting-mechanism-kiosks	0	0	0	1	0	0	3	0	0	0	0	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/bring-in-a-data-visualization-expert-team-consultation-and-crash-course	4	1	7	0	0	1	0	0	0	1	0	0	2	1	0	0	2	2	1	2	0	0	0	1	3	1	0	1	0	0	2	0	2	5	0	3	0	0	0	0	0	0	3	1	0
src: http://www.thenationaldialogue.org/ideas/add-location-based-data-feed-for-building-mapping-apps-to-recovery.gov	1	0	7	3	0	0	0	0	0	0	2	0	4	0	0	1	2	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1	6	1	0	0	0	0	0	1	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/help-for-the-homeless	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/take-a-data-gov-approach-to-recovery-gov-using-web-2-0-web-3-0-techniques-1	7	1	68	1	1	10	4	0	2	23	7	3	13	4	6	17	10	5	3	0	0	0	10	1	12	16	6	6	1	0	5	4	24	27	0	2	5	3	15	17	5	7	10	6	5
src: http://www.thenationaldialogue.org/ideas/build-an-approval-validated-system-for-data-1	0	0	4	0	0	2	0	2	0	0	0	0	0	0	3	3	1	2	0	0	1	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/improve-display-visualization-of-info-from-this-web-site	0	2	0	0	3	2	2	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	4	0	0	0	0	0	1	0	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/a-wiki-like-system-for-people-to-submit-ideas	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/how-to-improve-the-value-of-recovery-gov-data-1	0	0	10	1	1	0	0	1	3	0	2	3	7	0	0	0	0	0	2	0	3	6	0	0	0	4	0	0	2	1	0	0	4	1	0	0	0	0	0	1	1	7	1	1	1
src: http://www.thenationaldialogue.org/ideas/public-communications-via-cartoon-animations	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/collaboration	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	1	1	1	2	1	1	0	0	0	0	0	5	0	1	0
src: http://www.thenationaldialogue.org/ideas/access-to-funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
src: http://www.thenationaldialogue.org/ideas/packaged-solution-for-project-accountability-and-transparency-in-10-days	0	0	2	0	0	1	0	0	0	0	0	5	1	2	1	0	2	0	0	0	4	3	0	0	0	0	0	3	2	4	0	0	0	1	0	0	1	0	0	0	4	2	2	0	2
src: http://www.thenationaldialogue.org/ideas/reporting-should-be-reliable-timely-complete-and-ensure-reconciliation	0	0	4	5	0	0	0	2	4	0	2	2	5	1	0	0	0	6	1	0	3	3	0	0	0	1	0	0	0	10	0	0	4	0	1	0	4	0	0	2	1	1	1	0	0
src: http://www.thenationaldialogue.org/ideas/rich-interactive-diagrams	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/simple-is-smart-use-plain-language-to-turn-data-into-information	0	0	4	0	1	0	1	1	0	0	1	0	1	0	3	1	1	0	0	1	0	0	1	0	0	6	2	0	2	0	0	0	1	4	0	0	0	1	0	2	0	0	4	0	0
src: http://www.thenationaldialogue.org/ideas/meta-data-management-vendors	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/xml-for-bills	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/if-you-really-want-transparency	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	2	3	0	0	0	0	0	1	5	3	3	2	0	3	1	1	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/time-geo-and-multimodal-data-viz-on-recovery.gov	1	2	2	0	2	2	0	1	0	2	0	2	4	1	1	5	6	1	2	0	0	0	3	4	0	0	0	1	0	0	1	0	4	2	0	0	0	0	0	0	1	0	1	1	2
src: http://www.thenationaldialogue.org/ideas/wiki-for-executable-english-qa-over-data	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/the-government-needs-to-learn-about-modern-enterprise-search-software	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/establish-a-network-for-alternative-medicine-collages	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	0
src: http://www.thenationaldialogue.org/ideas/optimize-transparency-and-accountability-using-location	0	0	0	0	0	0	3	0	0	0	5	2	5	4	0	0	2	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	1	0	3	0	1
src: http://www.thenationaldialogue.org/ideas/geographically-remote-data-collection-using-ibm-cognos-tm1	0	0	5	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/deploy-a-hybrid-cloud	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0	2	1	1	3	2	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/links	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/data-visualization-portability	1	0	6	0	0	0	0	0	1	1	4	2	0	0	0	1	1	4	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	6	0	0	0	0	0	1	1	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/map-of-ongoing-recovery-projects	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	4	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/geospaital-enabled-live-data-feeds-gis-services	0	1	9	0	2	0	0	0	0	0	2	1	0	0	1	0	2	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/free-web-portal-to-fresh-high-resolution-aerial-satellite-imagery-for-gis	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/child-tax-credit-1040-income-taxes	4	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	2	0	3	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/open-source-data-transformation-integration-tools-to-explore	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/obama-adminstration-on-it	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/technological-neutrality	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	3	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/the-family-menu-a-plan-for-better-health	2	2	1	0	0	0	5	1	8	0	1	0	0	5	3	0	4	2	0	0	0	0	2	1	0	9	0	0	2	0	1	6	0	1	0	2	0	0	1	2	7	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/3-hour-daily-career-talk-radio-program-for-u-s-job-seekers	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	4	2	0	0	1	0	0	0	0	3	1	0	0	0	0	0	2	0	1	2	0	6	0	0	0	3	0	6	1	0
src: http://www.thenationaldialogue.org/ideas/making-recovery-gov-a-website-for-the-american-citizen	0	0	5	1	0	4	1	0	1	2	1	3	7	3	2	0	1	3	1	0	0	0	1	1	3	5	1	10	4	0	2	2	5	8	2	2	3	0	9	2	0	5	0	1	1
src: http://www.thenationaldialogue.org/ideas/standards-always-win-an-enterprise-architecture-pattern-for-transparency	0	0	5	1	0	0	0	0	0	0	0	5	1	2	0	6	0	1	0	0	0	1	4	2	2	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0
src: http://www.thenationaldialogue.org/ideas/show-results	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/require-consistent-recordkeeping-practices-for-all-stimulus-fund-recipients	0	1	0	1	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	3	1	0	0	0	0	3	1	3
src: http://www.thenationaldialogue.org/ideas/require-consistent-recordkeeping-practices-for-fund-recipients	0	1	0	1	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	2	0	0	0	0	0	3	1	3
src: http://www.thenationaldialogue.org/ideas/what-do-we-mean-by-transparancy	0	0	0	2	0	0	0	0	4	0	0	1	3	1	0	2	1	0	2	0	0	0	4	0	1	1	1	0	0	0	0	0	2	1	2	1	1	1	4	1	1	0	1	0	5
src: http://www.thenationaldialogue.org/ideas/data-quality-and-data-standards-are-key-to-gaining-public-trust	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/workload-management	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/use-and-support-open-ict-standards	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/twitter	0	6	2	0	0	1	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	4	2	0	0	1	0	0	0	2	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/information-data-security	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/social-media-tools-for-local-government-reporting	0	1	0	0	0	0	3	0	0	0	2	0	2	1	0	0	1	0	0	1	0	0	0	0	2	1	0	3	1	1	1	0	0	5	0	0	2	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/safety-and-health-concerns-requirements-during-the-fund-distribution	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	2	0	0	0	2
src: http://www.thenationaldialogue.org/ideas/beyond-green-itTM	1	0	9	0	0	8	1	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	2	0	4	15	3	0	0	0	1	5	0	0	0	0	3	0	2	1	2	0	9	2	0
src: http://www.thenationaldialogue.org/ideas/transparency-and-openness-through-secure-real-time-enterprise-mashups-v2	1	12	17	0	1	2	0	0	0	6	1	1	9	2	1	8	6	3	0	4	0	0	0	0	0	9	1	1	4	2	2	0	2	2	1	1	3	0	1	3	4	5	6	1	2
src: http://www.thenationaldialogue.org/ideas/mapping-of-stimulus-projects	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/professional-development-and-training-opportunities-in-emerging-tech	0	0	0	0	1	1	0	0	1	0	0	0	0	1	3	0	2	1	5	1	0	0	2	0	0	8	0	0	1	0	0	0	1	1	0	2	0	0	0	0	6	0	0	4	0
src: http://www.thenationaldialogue.org/ideas/sustainability-management-how-the-shift-to-green-can-drive-efficiencies	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/data-mantates-should-focus-on-the-whats-not-hows	2	0	6	0	1	2	0	0	4	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/open-an-api-fodevelopers-to-get-data	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/making-it-easy-to-create-and-share-location-based-information	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1	3	1	0	1	0	0	0	0	2	0	6	0	0	1	0	1	2	0	6	0	0	0	0	0	1	1	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/the-crux-of-the-issue-trusted-information	1	1	5	2	0	4	0	0	3	0	4	2	13	0	23	1	5	1	1	0	1	5	14	1	0	4	2	2	0	7	0	0	6	17	3	2	2	6	0	7	5	10	1	0	3
src: http://www.thenationaldialogue.org/ideas/widget-builder	2	0	0	0	0	0	0	0	2	0	0	0	4	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	2	1	0	0	0	0	0	1	0	1	0	0
